pedido_id,fecha_hora,noche_id,dia_semana,semana_id,tipo_taco,num_tacos,nivel_salsa,para_llevar,minuto_turno,encargo_programado,estado_calidad
L3-P1345,2026-08-23T18:45,L3-N32,domingo,L3-W08,suadero,5,sin,0,45,0,válido
L3-P1346,2026-08-23T21:48,L3-N32,domingo,L3-W08,campechano,12,media,1,228,0,válido
L3-P1347,2026-08-23T22:03,L3-N32,domingo,L3-W08,tripa,4,sin,1,243,0,válido
L3-P1348,2026-08-23T20:19,L3-N32,domingo,L3-W08,pastor,3,alta,0,139,0,válido
L3-P1349,2026-08-23T18:14,L3-N32,domingo,L3-W08,suadero,8,media,1,14,0,válido
L3-P1350,2026-08-23T21:50,L3-N32,domingo,L3-W08,campechano,5,alta,1,230,0,válido
L3-P1351,2026-08-23T20:34,L3-N32,domingo,L3-W08,tripa,4,alta,0,154,0,válido
L3-P1352,2026-08-23T20:03,L3-N32,domingo,L3-W08,pastor,5,alta,1,123,0,válido
L3-P1353,2026-08-23T20:11,L3-N32,domingo,L3-W08,suadero,8,sin,1,131,0,válido
L3-P1354,2026-08-23T19:45,L3-N32,domingo,L3-W08,campechano,6,sin,0,105,0,válido
L3-P1355,2026-08-23T19:46,L3-N32,domingo,L3-W08,tripa,6,alta,0,106,0,válido
L3-P1356,2026-08-23T21:28,L3-N32,domingo,L3-W08,pastor,6,media,1,208,0,válido
L3-P1357,2026-08-23T20:41,L3-N32,domingo,L3-W08,suadero,2,media,0,161,0,válido
L3-P1358,2026-08-23T20:25,L3-N32,domingo,L3-W08,campechano,3,media,0,145,0,válido
L3-P1359,2026-08-23T22:12,L3-N32,domingo,L3-W08,tripa,2,sin,1,252,0,válido
L3-P1360,2026-08-23T20:50,L3-N32,domingo,L3-W08,pastor,12,sin,1,170,0,válido
